kepid;kepoi_name;kepler_name;koi_disposition;koi_pdisposition;koi_score;koi_fpflag_nt;koi_fpflag_ss;koi_fpflag_co;koi_fpflag_ec;koi_period;koi_period_err1;koi_period_err2;koi_impact;koi_impact_err1;koi_impact_err2;koi_duration;koi_duration_err1;koi_duration_err2;koi_depth;koi_depth_err1;koi_depth_err2;koi_prad;koi_prad_err1;koi_prad_err2;koi_teq;koi_teq_err1;koi_teq_err2;koi_insol;koi_insol_err1;koi_insol_err2;koi_model_snr;koi_steff;koi_steff_err1;koi_steff_err2;koi_slogg;koi_slogg_err1;koi_slogg_err2;koi_srad;koi_srad_err1;koi_srad_err2;ra;dec;koi_kepmag
11072016;K04852.01;;CANDIDATE;CANDIDATE;919;0;0;0;0;1.89873195;1.11E-05;-1.11E-05;197;257;-197;1382;153;-153;7.80E+01;9.50E+00;-9.50E+00;0.93;2.90E-01;-1.00E-01;1524;;;1279.95;1233.6;-405.22;10.2;5942;187;-229;4439;67;-216;1.05;333;-111;284.94226;48.666512;14.457
3245969;K01101.02;;CANDIDATE;CANDIDATE;;0;0;0;0;11.39110963;7.27E-05;-7.27E-05;569;0.3496;-0.3547;2749;158;-158;5.93E+02;5.44E+01;-5.44E+01;1.9;2.10E-01;-1.50E-01;632;;;37.65;15.02;-8.96;12.1;4999;154;-139;4587;29;-73;0.76;86;-58;294.11566;38.393478;15.681
10057494;K03234.01;Kepler-1443 b;CONFIRMED;CANDIDATE;993;0;0;0;0;2.41810158;1.37E-05;-1.37E-05;16;439;-16;2144;145;-145;4.68E+01;4.10E+00;-4.10E+00;0.85;1.50E-01;-9.00E-02;1602;;;1555.96;757.09;-415.64;13.4;6258;112;-124;4307;0.08;-0.12;1239;219;-135;283.43576;47.06686;12.278
7902003;K03236.01;;CANDIDATE;CANDIDATE;877;0;0;0;0;7.13044117;7.44E-05;-7.44E-05;68;0.37;-68;2566;226;-226;3.19E+01;3.70E+00;-3.70E+00;1.18;2.30E-01;-2.80E-01;1400;;;908.79;484.83;-422.55;10.5;6312;114;-127;3964;195;-105;2074;404;-494;295.43915;43.676311;12.31
6587796;K03237.01;Kepler-1444 b;CONFIRMED;CANDIDATE;999;0;0;0;0;33.4203001;6.67E-04;-6.67E-04;789;182;-553;5307;551;-551;4.37E+02;5.85E+01;-5.85E+01;2.46;3.70E-01;-2.80E-01;581;;;27.02;11.45;-7.4;8.9;5731;104;-115;4372;105;-105;1066;161;-0.12;285.33063;42.040428;12.325
9489953;K03238.01;;FALSE POSITIVE;FALSE POSITIVE;0;1;0;0;0;58.3437362;5.20E-04;-5.20E-04;1246;31.11;-36;22.482;379;-379;1.27E+03;1.97E+01;-1.97E+01;93.55;1.73E+01;-4.03E+01;779;;;87.03;50.35;-62.08;75;5896;176;-176;3.65;0.36;-0.12;3006;555;-1296;300.02124;46.090778;12.33
5305240;K03239.01;;FALSE POSITIVE;FALSE POSITIVE;0;0;0;1;0;1.070982122;7.33E-06;-7.33E-06;563;0.4;-362;1255;202;-202;4.34E+01;6.80E+00;-6.80E+00;0.98;2.30E-01;-3.20E-01;2122;;;4811.39;3428.47;-2853.12;9;5717;156;-138;4109;0.35;-0.15;1433;344;-473;298.89642;40.477009;12.334
11905409;K03312.01;;CANDIDATE;CANDIDATE;1;0;0;0;0;18.0939004;2.29E-04;-2.29E-04;445;26;-445;3294;333;-333;4.67E+02;4.80E+01;-4.80E+01;1.91;4.80E-01;-1.60E-01;665;;;46.21;33.38;-11.92;11.6;5904;142;-178;4543;44;-176;867;218;-73;286.50211;50.246189;15.739
9571186;K03313.01;;CANDIDATE;CANDIDATE;1;0;0;0;0;34.9524256;1.24E-04;-1.24E-04;1225;70.24;-3321;1717;162;-162;6.77E+02;5.30E+01;-5.30E+01;21.74;1.81E+00;-1.51E+00;429;;;8.02;2.67;-1.86;15.8;4921;159;-145;4591;24;-64;779;65;-54;283.04764;46.265331;14.767
9838060;K03314.01;;FALSE POSITIVE;FALSE POSITIVE;0;0;1;0;0;23.81578356;4.85E-05;-4.85E-05;958;1.31;-41;3.7591;0.0717;-0.0717;4.86E+03;8.50E+01;-8.50E+01;8.4;1.92E+00;-6.90E-01;560;;;23.2;16.64;-6.08;71;5561;182;-182;4572;38;-152;818;187;-67;294.66592;46.665852;16.029
8554701;K03315.01;Kepler-1466 b;CONFIRMED;CANDIDATE;974;0;0;0;0;31.1748311;2.13E-04;-2.13E-04;16;421;-16;3.79;168;-168;2.00E+02;1.36E+01;-1.36E+01;1.31;4.00E-01;-1.40E-01;585;;;27.62;25.31;-8;17;6086;164;-182;4511;54;-216;921;288;-96;289.83121;44.609859;13.926
5389632;K07726.01;;FALSE POSITIVE;FALSE POSITIVE;5;0;0;1;0;0.474811162;1.85E-06;-1.85E-06;0.44;31;-0.44;1169;102;-102;2.05E+02;1.55E+01;-1.55E+01;1.28;3.90E-01;-1.20E-01;2206;;;5603.32;5100.27;-1612.42;17.4;5799;184;-204;4539;46;-196;878;262;-82;298.48325;40.585949;15.733
9031209;K03316.01;Kepler-1467 b;CONFIRMED;CANDIDATE;996;0;0;0;0;47.0568476;1.90E-04;-1.90E-04;27;406;-27;5.2232;0.0958;-0.0958;1.53E+03;4.57E+01;-4.57E+01;2.84;4.70E-01;-2.20E-01;411;;;6.72;3.55;-1.65;38;5288;159;-159;4613;32;-97;0.74;122;-57;295.04855;45.342682;15.549
5951416;K04781.01;;FALSE POSITIVE;FALSE POSITIVE;;1;0;0;0;367.73299;1.38E-02;-1.38E-02;0.0064;0.4419;-0.0064;10.158;936;-936;5.04E+02;5.59E+01;-5.59E+01;2.1;8.40E-01;-2.00E-01;266;;;1.19;1.4;-0.34;11.2;6225;171;-197;4481;55;-0.29;931;371;-0.09;288.97574;41.279121;14.892
5612697;K03206.01;;CANDIDATE;CANDIDATE;819;0;0;0;0;15.1516409;1.98E-04;-1.98E-04;173;275;-173;5105;385;-385;1.92E+02;2.00E+01;-2.00E+01;1.38;0.00E+00;0.00E+00;736;;;69.25;0;0;11.4;5780;;;4438;;;1;;;289.57462;40.807594;11.843
8973285;K04782.01;;CANDIDATE;CANDIDATE;;0;0;0;0;7.4213444;1.06E-04;-1.06E-04;0.1732;0.2917;-0.1732;2361;348;-348;3.16E+02;4.45E+01;-4.45E+01;1.73;6.90E-01;-1.60E-01;953;;;195.23;228.96;-57.16;8.7;6032;167;-222;4485;45;-284;973;385;-91;297.9487;45.255039;15.85
4645833;K04783.01;;FALSE POSITIVE;FALSE POSITIVE;0;1;0;1;0;0.743495989;2.25E-06;-2.25E-06;1144;861;-136;2255;131;-131;1.73E+02;8.10E+00;-8.10E+00;11.82;1.81E+00;-9.00E-01;1617;;;1612.65;799.94;-392.89;26;5345;160;-160;4639;36;-0.09;686;105;-52;289.07837;39.70882;15.222
8940918;K04784.01;;FALSE POSITIVE;FALSE POSITIVE;0;0;0;1;0;1.405887031;5.71E-06;-5.71E-06;364;87;-364;1184;135;-135;2.16E+02;1.97E+01;-1.97E+01;0.95;7.00E-02;-8.00E-02;1086;;;329.99;95.51;-85.77;13.8;4440;133;-133;4618;49;-25;653;46;-56;286.7695;45.234131;15.643
3758922;K04853.01;;CANDIDATE;CANDIDATE;625;0;0;0;0;17.7412303;3.97E-04;-3.97E-04;65;392;-65;4816;566;-566;1.45E+02;1.86E+01;-1.86E+01;1.14;3.50E-01;-1.10E-01;684;;;51.69;44.67;-15.09;9.2;5817;139;-191;4491;52;-208;956;289;-96;294.47876;38.883659;14.641
8360041;K04854.01;;CANDIDATE;CANDIDATE;984;0;0;0;0;2.63527677;2.09E-05;-2.09E-05;646;15;-0.5;1997;0.2;-0.2;7.04E+01;7.90E+00;-7.90E+00;0.76;5.00E-02;-6.00E-02;1136;;;394.32;83.99;-77.27;10.7;5215;83;-83;4496;66;-0.05;864;58;-64;289.80804;44.362518;14.342
9827596;K04855.01;;FALSE POSITIVE;FALSE POSITIVE;0;0;0;1;1;1.45728997;1.68E-05;-1.68E-05;749;206;-506;3582;305;-305;7.13E+01;6.00E+00;-6.00E+00;0.93;1.40E-01;-4.00E-02;1665;;;1818.19;757.06;-235.37;15.5;6063;78;-78;4476;21;-112;1012;162;-43;290.36142;46.661331;14.561
9782748;K04856.01;;CANDIDATE;CANDIDATE;924;0;0;0;0;147.388124;2.74E-03;-2.74E-03;5;0.44;-5;8781;381;-381;9.09E+02;6.74E+01;-6.74E+01;3.03;1.00E+00;-3.40E-01;356;;;3.78;3.81;-1.22;15.8;6046;190;-232;4478;0.04;-229;1007;334;-111;296.52145;46.540539;15.817
2860656;K04857.01;;CANDIDATE;CANDIDATE;798;0;0;0;0;4.11497357;4.46E-05;-4.46E-05;396;56;-396;3025;0.19;-0.19;1.54E+02;1.73E+01;-1.73E+01;1.17;3.90E-01;-1.20E-01;1137;;;395.27;402.64;-124.37;9.7;6011;189;-231;4507;0.04;-229;927;311;-97;293.17578;38.042019;15.392
6206559;K03240.01;;FALSE POSITIVE;FALSE POSITIVE;0;0;1;1;1;1.245331397;7.22E-06;-7.22E-06;649;35;-497;2566;124;-124;3.81E+01;1.80E+00;-1.80E+00;1.61;3.50E-01;-8.10E-01;2678;;;12115.45;8470.68;-9526.39;26.5;6106;217;-217;3781;535;-94;2477;534;-1246;292.34503;41.585289;12.341
5024429;K07714.01;;FALSE POSITIVE;FALSE POSITIVE;0;0;0;1;1;1.52593737;2.06E-05;-2.06E-05;681;259;-467;1958;256;-256;1.59E+02;2.04E+01;-2.04E+01;1.39;4.10E-01;-1.70E-01;1697;;;1963.41;1736.69;-695.61;9.6;6184;193;-257;4448;62;-0.2;1038;302;-0.13;295.31754;40.190639;14.943
9532117;K03241.01;;FALSE POSITIVE;FALSE POSITIVE;0;0;1;1;1;8.21429932;5.05E-05;-5.05E-05;667;284;-457;3099;139;-139;7.07E+01;4.30E+00;-4.30E+00;1.66;3.60E-01;-5.20E-01;1312;;;701.11;446.57;-408.62;19.7;6277;174;-174;3951;273;-117;1869;395;-592;294.17792;46.191711;12.344
6928906;K03242.01;;FALSE POSITIVE;FALSE POSITIVE;0;0;1;0;0;1.54945486;1.50E-05;-1.50E-05;228;239;-228;6698;229;-229;2.18E+01;1.30E+00;-1.30E+00;1.34;2.20E-01;-5.30E-01;3006;;;19304.93;10095.11;-13430.74;20.9;7382;206;-353;3838;301;-129;2804;471;-1098;284.45609;42.439831;12.374
9821151;K03243.01;;FALSE POSITIVE;FALSE POSITIVE;0;0;1;0;1;8.42943991;5.44E-05;-5.44E-05;0.82;114;-597;2441;145;-145;8.91E+01;5.60E+00;-5.60E+00;1.19;2.80E-01;-1.40E-01;1029;;;265.39;174.19;-83.24;19.7;6353;144;-176;4375;77;-143;1132;261;-0.14;286.85983;46.625511;12.385
8073705;K03245.01;Kepler-1445 b;CONFIRMED;CANDIDATE;973;0;0;0;0;10.60052083;8.87E-05;-8.87E-05;729;235;-503;4509;187;-187;6.09E+01;4.10E+00;-4.10E+00;1.09;1.80E-01;-2.10E-01;987;;;224.28;102.9;-91.98;17.4;6035;120;-132;4212;168;-112;1303;0.21;-257;280.24945;43.915058;12.405
8330548;K01132.02;;FALSE POSITIVE;FALSE POSITIVE;;1;1;0;0;0.9570701;;;;;;2.75;;;;;;;;;;;;;;;;;;;;;;;;;301.01672;44.233841;14.446
4271474;K03324.01;Kepler-1469 b;CONFIRMED;CANDIDATE;1;0;0;0;0;21.8634638;3.02E-04;-3.02E-04;502;11;-479;3542;313;-313;8.71E+02;1.05E+02;-1.05E+02;2.37;4.40E-01;-1.90E-01;551;;;21.77;12.67;-5.23;9.9;5383;160;-144;4587;0.03;-0.12;789;147;-63;293.82135;39.39135;15.965
5130983;K03325.01;;FALSE POSITIVE;FALSE POSITIVE;0;0;1;1;0;86.4392931;8.31E-04;-8.31E-04;1.28;77.71;-2418;6534;384;-384;1.18E+03;6.72E+01;-6.72E+01;35.31;1.14E+01;-3.83E+00;442;;;8.99;8.6;-2.79;20.5;6208;172;-216;4454;54;-202;1024;332;-111;299.26376;40.263741;14.329
11497958;K01422.04;Kepler-296 A f;CONFIRMED;CANDIDATE;927;0;0;0;0;63.3354719;9.27E-04;-9.27E-04;29;422;-29;3651;251;-251;9.83E+02;8.38E+01;-8.38E+01;1.18;1.50E-01;-1.80E-01;202;;;0.39;0.15;-0.13;13;3526;71;-78;4866;66;-44;383;48;-58;286.54001;49.437328;15.921
11093538;K03326.01;;FALSE POSITIVE;FALSE POSITIVE;0;0;1;1;0;14.77820911;1.80E-05;-1.80E-05;1258;16.15;-216;5395;0.0505;-0.0505;1.08E+04;1.10E+02;-1.10E+02;44.48;1.39E+01;-4.93E+00;809;;;101.07;93.09;-33.78;123.1;6258;175;-263;4442;67;-216;1046;326;-116;296.11771;48.664108;15.696
11044779;K03327.01;;FALSE POSITIVE;FALSE POSITIVE;0;0;1;0;0;15.60862948;1.97E-05;-1.97E-05;1171;13.59;-147;6.6957;0.0627;-0.0627;3.44E+04;2.27E+02;-2.27E+02;39.42;9.56E+00;-3.80E+00;648;;;41.71;31.51;-11.9;186;5569;182;-182;4566;32;-168;829;201;-0.08;297.983;48.555649;15.466
6438379;K04785.01;;FALSE POSITIVE;FALSE POSITIVE;;1;0;0;0;389.14115;2.67E-02;-2.67E-02;0.0973;0.3752;-0.0971;7.93;1.2;-1.2;3.47E+02;5.15E+01;-5.15E+01;1.67;6.90E-01;-1.50E-01;250;;;0.92;1.09;-0.24;10.1;6043;156;-176;4505;48;-291;894;365;-0.08;290.30505;41.838459;14.534
9145415;K04786.01;;FALSE POSITIVE;FALSE POSITIVE;;1;0;0;0;365.78863;2.62E-02;-2.62E-02;0.1564;0.3166;-0.1563;12.76;1.6;-1.6;8.85E+02;1.06E+02;-1.06E+02;2.21;7.10E-01;-1.70E-01;215;;;0.5;0.5;-0.12;10.5;5407;186;-153;4585;36;-175;752;238;-0.06;287.58789;45.598492;15.964
4545926;K04787.01;;FALSE POSITIVE;FALSE POSITIVE;0;0;0;1;0;2.4826619;2.16E-05;-2.16E-05;731;223;-512;2115;0.23;-0.23;3.70E+01;4.50E+00;-4.50E+00;0.8;2.60E-01;-1.10E-01;1619;;;1627.36;1475.78;-577.84;10;6356;153;-192;4292;128;-192;1225;388;-179;286.46796;39.652321;13.505
9396760;K04788.01;;FALSE POSITIVE;FALSE POSITIVE;;0;1;0;1;2.17811908;1.98E-05;-1.98E-05;0.3437;0.1211;-0.3436;1468;289;-289;7.40E+01;1.15E+01;-1.15E+01;0.8;3.30E-01;-7.00E-02;1412;;;938.51;1104.64;-245.87;9.8;6039;152;-178;4505;42;-293;921;372;-81;288.43149;45.918869;14.555
5119619;K04789.01;;FALSE POSITIVE;FALSE POSITIVE;0;0;0;1;0;1.11205787;4.42E-06;-4.42E-06;8;441;-8;1459;108;-108;1.19E+02;8.80E+00;-8.80E+00;1.02;3.20E-01;-1.00E-01;1799;;;2484.64;2326.98;-750.52;16.1;6098;192;-213;4488;67;-202;932;287;-96;296.78345;40.229111;14.935
9582496;K04858.01;;FALSE POSITIVE;FALSE POSITIVE;;1;0;0;0;224.447413;6.99E-03;-6.99E-03;0.4162;54;-0.4157;4986;451;-451;6.51E+02;9.33E+01;-9.33E+01;2.05;6.40E-01;-1.50E-01;260;;;1.08;1.03;-0.24;7.9;5489;164;-142;4574;29;-198;798;251;-0.06;289.4585;46.276379;15.618
7094944;K04859.01;;CANDIDATE;CANDIDATE;0.82;0;0;0;0;7.5019743;1.14E-04;-1.14E-04;442;36;-442;2582;427;-427;2.48E+02;3.11E+01;-3.11E+01;1.19;8.00E-02;-1.20E-01;709;;;59.73;16.39;-16.11;9.1;4807;143;-129;4546;66;-39;758;49;-74;283.06223;42.629002;15.562
3343281;K04860.01;;FALSE POSITIVE;FALSE POSITIVE;273;0;0;1;0;21.8660922;2.48E-04;-2.48E-04;57;401;-57;2.03;309;-309;3.02E+02;3.80E+01;-3.80E+01;1.88;6.40E-01;-2.50E-01;730;;;67.15;66.97;-23.49;9.2;6309;175;-219;4402;72;-203;1077;364;-145;291.73026;38.411461;15.019
2573108;K03217.01;;FALSE POSITIVE;FALSE POSITIVE;0;1;0;0;0;5.09506;2.18E-04;-2.18E-04;691;283;-462;5.73;1.2;-1.2;2.36E+01;4.30E+00;-4.30E+00;2.14;2.30E-01;-8.30E-01;2247;;;6030.14;2144.62;-4048.86;7.6;6700;180;-200;3.48;352;-88;4146;432;-1621;290.86154;37.885422;12.062
6425597;K04861.01;;CANDIDATE;CANDIDATE;977;0;0;0;0;29.1206519;3.80E-04;-3.80E-04;195;0.26;-195;2.89;286;-286;4.16E+02;5.10E+01;-5.10E+01;1.6;3.80E-01;-1.40E-01;528;;;18.43;12.61;-4.99;9.7;5671;152;-169;4582;38;-152;788;182;-73;285.09976;41.874378;15.536
9885417;K03246.01;Kepler-1446 b;CONFIRMED;CANDIDATE;1;0;0;0;0;0.689967868;1.28E-06;-1.28E-06;119;0.34;-119;1.1688;0.0539;-0.0539;1.23E+02;5.30E+00;-5.30E+00;0.78;6.00E-02;-2.00E-02;1539;;;1336.82;328.59;-176.95;28.7;4872;97;-97;4615;12;-51;726;53;-22;289.42395;46.72617;12.411
3336476;K03247.01;;FALSE POSITIVE;FALSE POSITIVE;0;0;0;0;1;1.89132292;2.13E-05;-2.13E-05;709;32;-511;5607;308;-308;1.60E+01;1.30E+00;-1.30E+00;0.9;2.20E-01;-1.90E-01;2799;;;14532.55;10324.52;-7152.6;14.8;8482;233;-400;4089;131;-145;2106;503;-453;289.87814;38.427269;12.417
10917433;K03248.01;;CANDIDATE;CANDIDATE;961;0;0;0;0;6.91261536;5.18E-05;-5.18E-05;656;285;-446;2359;217;-217;3.44E+01;3.40E+00;-3.40E+00;0.64;1.00E-01;-7.00E-02;981;;;218.66;97.13;-61.34;12;5761;115;-115;4383;105;-116;1044;162;-122;290.46509;48.332249;12.419
5091479;K07715.01;;CANDIDATE;CANDIDATE;622;0;0;0;0;25.8616058;8.57E-04;-8.57E-04;855;122;-606;7.78;1;-1;1.23E+02;1.97E+01;-1.97E+01;1.12;3.20E-01;-1.10E-01;613;;;33.37;28.82;-9.66;8.5;6067;164;-201;4524;52;-208;884;0.26;-87;289.44324;40.253529;15.183
9083564;K03249.01;;FALSE POSITIVE;FALSE POSITIVE;0;0;1;0;1;0.918420801;3.44E-06;-3.44E-06;656;2;-529;3533;101;-101;5.67E+01;1.80E+00;-1.80E+00;1.14;2.60E-01;-2.60E-01;2374;;;7502.5;5318.67;-3684.42;40.3;6210;199;-243;4166;192;-128;1434;326;-326;289.7605;45.455608;12.434
7335713;K03250.01;;FALSE POSITIVE;FALSE POSITIVE;0;1;0;1;0;0.573709256;9.96E-07;-9.96E-07;0.69;204;-453;1.4932;0.0549;-0.0549;1.31E+02;4.40E+00;-4.40E+00;7.05;1.32E+00;-2.44E+00;4415;;;90258.45;45910.68;-55772.95;37.5;5261;91;-143;3.13;222;-148;5769;1078;-2001;280.90244;42.935719;12.436
8331612;K03318.01;;CANDIDATE;CANDIDATE;0.95;0;0;0;0;13.8353959;2.75E-04;-2.75E-04;0.94;24;-727;4961;356;-356;8.18E+02;9.04E+01;-9.04E+01;3.78;1.22E+00;-5.20E-01;809;;;101.05;101.83;-35.97;10.3;6020;211;-211;4403;87;-203;1057;341;-146;301.27869;44.25053;15.842
8874090;K01404.02;;CANDIDATE;CANDIDATE;955;0;0;0;0;18.9060921;2.36E-04;-2.36E-04;4;446;-4;4125;315;-315;3.76E+02;3.65E+01;-3.65E+01;0.87;1.60E-01;-2.10E-01;336;;;3.03;2.29;-1.67;11.9;3751;219;-219;4813;104;-85;0.45;82;-0.11;287.05453;45.18037;15.931
8331612;K03318.02;;CANDIDATE;CANDIDATE;556;0;0;0;0;25.6970688;7.03E-04;-7.03E-04;943;26;-724;3739;472;-472;8.35E+02;1.51E+02;-1.51E+02;3.83;1.24E+00;-5.30E-01;658;;;44.24;44.57;-15.75;6.4;6020;211;-211;4403;87;-203;1057;341;-146;301.27869;44.25053;15.842
5185765;K07720.01;;FALSE POSITIVE;FALSE POSITIVE;65;1;0;1;0;46.9434911;4.34E-04;-4.34E-04;213;251;-213;1368;288;-288;1.01E+02;2.11E+01;-2.11E+01;1.57;3.60E-01;-3.90E-01;669;;;47.27;31.76;-23.63;6.6;6253;169;-188;4102;228;-123;1.55;0.35;-385;291.43582;40.35881;13.098
5965819;K03319.01;;CANDIDATE;CANDIDATE;987;0;0;0;0;19.5906103;1.32E-04;-1.32E-04;529;12;-475;6745;151;-151;2.97E+02;1.23E+01;-1.23E+01;2.64;4.40E-01;-5.30E-01;819;;;106.48;45.65;-41.91;24.9;5794;78;-78;4118;182;-98;1496;245;-299;293.51984;41.277409;15.024
5965819;K03319.02;Kepler-1468 b;CONFIRMED;CANDIDATE;994;0;0;0;0;8.23983041;4.01E-05;-4.01E-05;12;425;-12;5619;119;-119;2.51E+02;9.10E+00;-9.10E+00;2.35;3.80E-01;-4.70E-01;1093;;;338.17;145.01;-133.09;29.4;5794;78;-78;4118;182;-98;1496;245;-299;293.51984;41.277409;15.024
8328916;K04790.01;;CANDIDATE;CANDIDATE;;0;0;0;0;6.07855;1.07E-04;-1.07E-04;0.3408;0.1017;-0.3406;3408;361;-361;1.03E+02;1.22E+01;-1.22E+01;1.14;5.00E-01;-1.60E-01;1115;;;365.15;466.94;-128.85;10.4;6119;164;-207;4346;111;-271;1114;481;-154;300.58502;44.2131;14.458
11294883;K04791.01;;FALSE POSITIVE;FALSE POSITIVE;;1;0;0;0;427.65334;2.45E-02;-2.45E-02;0.4355;0.0476;-0.4018;11.17;1.4;-1.4;1.57E+02;2.05E+01;-2.05E+01;1.97;1.32E+00;-9.20E-01;284;;;1.53;3.29;-1.14;7.2;5325;166;-152;4004;513;-345;1565;1049;-728;290.73477;49.086639;13.776
3832474;K00806.05;;FALSE POSITIVE;FALSE POSITIVE;;1;0;0;0;412.041857;6.79E-03;-6.79E-03;0.1068;0.3519;-0.1067;5572;446;-446;1.96E+03;1.92E+02;-1.92E+02;3.77;4.00E-01;-1.50E-01;217;;;0.52;0.17;-0.08;12.3;5485;99;-112;4556;14;-94;867;92;-34;285.28363;38.947281;15.403
10155029;K03208.01;;CANDIDATE;CANDIDATE;333;0;0;0;0;2.131660527;9.49E-06;-9.49E-06;36;421;-36;1.8585;0.0993;-0.0993;3.22E+01;2.40E+00;-2.40E+00;0.56;8.00E-02;-5.00E-02;1438;;;1010.45;408.09;-247.61;15.7;5849;105;-117;4426;76;-114;997;143;-95;296.67984;47.173313;11.893
11618569;K04792.01;;CANDIDATE;CANDIDATE;993;0;0;0;0;5.75902182;4.98E-05;-4.98E-05;329;124;-329;2687;216;-216;7.08E+01;8.30E+00;-8.30E+00;0.91;2.80E-01;-1.20E-01;1112;;;362.12;326.5;-121.82;9.9;6247;152;-217;4433;54;-216;1066;335;-134;295.57159;49.607479;14.199
11973517;K04862.01;;CANDIDATE;CANDIDATE;;0;0;0;0;0.903763067;2.19E-06;-2.19E-06;0.0938;0.4482;-0.0937;562;0.12;-0.12;2.68E+02;2.77E+01;-2.77E+01;1.08;8.00E-02;-1.10E-01;1254;;;585.15;171.55;-166.48;12.6;4430;129;-132;4616;54;-24;651;48;-66;296.59799;50.356651;15.697
5471566;K04863.01;;FALSE POSITIVE;FALSE POSITIVE;0;0;0;1;1;0.9628348;1.63E-05;-1.63E-05;309;147;-309;2259;497;-497;9.28E+01;1.48E+01;-1.48E+01;0.81;2.00E-01;-7.00E-02;1648;;;1734.83;1334.82;-462.7;7.6;5559;166;-182;4554;42;-168;838;213;-71;297.68759;40.670361;15.466
7345248;K04864.01;;CANDIDATE;CANDIDATE;;0;0;0;0;5.66494448;4.79E-05;-4.79E-05;0.4638;0.4716;-0.2633;4173;202;-202;4.60E+01;4.10E+00;-4.10E+00;0.78;2.60E-01;-1.60E-01;1134;;;390.59;375.59;-169.25;11.4;5888;158;-151;4269;201;-215;1.13;371;-234;285.45886;42.931049;13.221
5814013;K04865.01;;FALSE POSITIVE;FALSE POSITIVE;1;0;0;1;0;1.57017249;1.88E-05;-1.88E-05;85;363;-85;2257;258;-258;1.58E+02;1.97E+01;-1.97E+01;0.82;1.20E-01;-6.00E-02;1232;;;543.06;273.31;-138.61;10.2;5300;187;-187;4.66;0.03;-0.09;0.66;95;-48;297.70941;41.028149;15.981
7117355;K04866.01;;FALSE POSITIVE;FALSE POSITIVE;0;1;0;1;1;0.566798364;6.03E-06;-6.03E-06;487;3;-476;3172;337;-337;3.86E+01;3.80E+00;-3.80E+00;0.66;1.90E-01;-1.00E-01;2272;;;6280.34;5449.12;-2258.91;14.1;5864;164;-184;4411;87;-203;1.04;305;-153;291.65839;42.632439;14.895
5653072;K03252.01;;FALSE POSITIVE;FALSE POSITIVE;;0;0;1;0;3.22452656;2.81E-05;-2.81E-05;0.0995;0.3179;-0.0995;5156;222;-222;5.75E+01;3.00E+00;-3.00E+00;24.48;1.42E+01;-4.73E+00;4883;;;134353.84;245644.86;-56861.09;24.3;3857;123;-115;1338;209;-0.29;34.674;20.091;-6697;299.69125;40.855957;12.474
2707985;K03253.01;;FALSE POSITIVE;FALSE POSITIVE;0;0;0;1;1;1.89127438;1.12E-05;-1.12E-05;514;421;-297;4491;0.13;-0.13;3.23E+01;1.50E+00;-1.50E+00;2.03;3.50E-01;-1.03E+00;3342;;;29488.85;15461.26;-23431.13;24.6;7919;220;-331;3663;493;-87;3.46;584;-1752;290.25375;37.92691;12.481
9899141;K03254.01;;FALSE POSITIVE;FALSE POSITIVE;0;0;0;1;1;1.33256944;1.29E-05;-1.29E-05;456;6;-456;3.89;258;-258;2.06E+01;1.40E+00;-1.40E+00;0.46;8.00E-02;-6.00E-02;1624;;;1636.72;898.42;-512.7;18.8;5655;137;-154;4431;88;-132;998;186;-124;295.13477;46.76965;12.496
8183288;K03255.01;Kepler-437 b;CONFIRMED;CANDIDATE;955;0;0;0;0;66.6504521;3.95E-04;-3.95E-04;433;36;-433;5744;153;-153;5.37E+02;2.27E+01;-2.27E+01;1.56;7.00E-02;-7.00E-02;308;;;2.14;0.38;-0.3;27.1;4550;81;-81;4627;0.02;-0.03;679;33;-27;297.34738;44.026939;14.352
11305996;K03256.01;;FALSE POSITIVE;FALSE POSITIVE;;0;1;1;0;55.7002642;9.72E-04;-9.72E-04;0.2976;0.1465;-0.2976;4285;529;-529;3.33E+02;3.74E+01;-3.74E+01;1.18;5.00E-02;-1.10E-01;309;;;2.14;0.53;-0.57;10.8;4267;135;-138;4608;49;-18;0.67;33;-58;295.95798;49.041012;14.807
5965819;K03319.03;Kepler-1468 c;CONFIRMED;CANDIDATE;986;0;0;0;0;3.54553077;2.16E-05;-2.16E-05;143;321;-143;4143;139;-139;1.19E+02;7.40E+00;-7.40E+00;1.62;2.70E-01;-3.20E-01;1448;;;1039.47;445.71;-409.1;18.1;5794;78;-78;4118;182;-98;1496;245;-299;293.51984;41.277409;15.024
6690171;K03320.01;;CANDIDATE;CANDIDATE;0;0;0;0;0;85.0624157;2.98E-05;-2.98E-05;819;0.01;-9;4.6964;0.0173;-0.0173;4.19E+04;1.36E+02;-1.36E+02;21.26;3.57E+00;-1.92E+00;355;;;3.74;2.12;-1.05;495.3;5223;183;-183;4.52;51;-119;875;147;-79;291.42685;42.164082;15.954
6859801;K03321.01;;FALSE POSITIVE;FALSE POSITIVE;0;0;1;1;1;10.88241656;6.34E-06;-6.34E-06;1199;1146;-141;5.4674;24;-24;1.66E+04;7.62E+01;-7.62E+01;29.69;2.70E+00;-2.99E+00;632;;;37.81;13.94;-11.36;265.2;4946;176;-176;4.57;66;-44;715;65;-72;290.80301;42.34441;14.874
